dot_number,legal_name,dba_name,expert_label,safer_company_snapshot_url,pc_flag,phy_street,phy_city,phy_state,phy_zip,phy_country,mailing_street,mailing_city,mailing_state,mailing_zip,mailing_country,telephone,fax,email_address,mcs150_date,mcs150_mileage,mcs150_mileage_year,add_date,oic_state,nbr_power_unit,driver_total,recent_mileage,recent_mileage_year,vmt_source_id,private_only,authorized_for_hire,exempt_for_hire,private_property,private_passenger_business,private_passenger_nonbusiness,migrant,us_mail,federal_government,state_government,local_government,indian_tribe,op_other,usdot_status,cargo_carried,num_filings,num_unique_companies,top_company,top_company_share,cancelled_method_count,replaced_method_count,name_changed_method_count,transferred_method_count,first_filing_date,last_filing_date,all_companies,count_cargo,count_bipd,count_broker_bond,count_broker_trust_fund,median_gap_days
4386583,CT LOGISTICS LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4386583,FALSE,17705 S TAPPS DR E,LAKE TAPPS,WA,98391-9172,US,17705 S TAPPS DR E,LAKE TAPPS,WA,98391-9172,US,(253) 486-7665,,CTLOGISTICS74@GMAIL.COM,8-Apr-25,1,2025,31-Mar-25,WA,1,1,1,2025,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction; General Freight,,,,,,,,,,,,,,,,
3229166,ONE REPAIR LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3229166,FALSE,12625 NE 189TH ST,BOTHELL,WA,98011,US,12625 NE 189TH ST,BOTHELL,WA,98011,US,(425) 202-7470,(425) 285-9389,JOSELUIS769@GMAIL.COM,22-Aug-24,5000,2023,7-Jan-19,WA,1,1,5000,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Drive/Tow away; Motor Vehicles,,,,,,,,,,,,,,,,
3129583,J & P COURRIER LLC,PETRONILO MENDOZA,GREAT,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3129583,FALSE,967 N STARCREST DR,SALT LAKE CTY,UT,84116-4606,US,967 N STARCREST DR,SALT LAKE CTY,UT,84116-4606,US,(385) 285-0721,,PETROMENDOZA370@GMAIL.COM,28-Apr-18,1,2017,28-Apr-18,UT,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,APPLIANCE,,,,,,,,,,,,,,,,
3868764,RAMON AND SON ROOFING INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3868764,FALSE,1429 W 35TH PL,LOS ANGELES,CA,90018-3914,US,1429 W 35TH PL,LOS ANGELES,CA,90018-3914,US,(323) 286-2799,,EXPRESS_PERMIT@OUTLOOK.COM,28-Sep-24,3800,2023,22-Apr-22,CA,1,1,3800,2023,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
2735491,GABRIEL HERNANDEZ LEMUS,LEMUS TRUCKING,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2735491,FALSE,1724 SUNSET AVE,STOCKTON,CA,95205,US,1724 SUNSET AVE,STOCKTON,CA,95205,US,(209) 993-1587,,,,,,30-Jun-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
1775387,BRIAN BOCKIUS,RIVER RECOVERY AND TRANSPORT SERVICE,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1775387,FALSE,5195 MOUNTAIN VIEW RD,FT MOHAVE,AZ,86426,US,PO BOX 10611,FT MOHAVE,AZ,86427,US,(928) 768-8683,,,23-May-08,,,23-May-08,AZ,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Motor Vehicles,,,,,,,,,,,,,,,,
1607315,BERNIE'S TAX SERVICES INC,BERNIE'S WIRELESS,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1607315,FALSE,403 WEST C,MCCOOK,NE,69001,US,403 WEST C,MCCOOK,NE,69001,US,(308) 345-3512,(308) 345-3512,,5-Feb-07,,,14-Feb-07,NE,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Utilities,,,,,,,,,,,,,,,,
2767808,HARTMAN TRANSPORT INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2767808,FALSE,45047 BRONZE STAR,LAKE ELSINORE,CA,92532,US,45047 BRONZE STAR,LAKE ELSINORE,CA,92532,US,(951) 285-5420,,,,,,1-Jul-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
3679944,MWE TRANSPORT LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3679944,FALSE,11802 CYPRESS BROOK WILLOW DR,CYPRESS,TX,77429,US,11802 CYPRESS BROOK WILLOW DR,CYPRESS,TX,77429,US,(305) 282-0048,(305) 282-0048,MWETRANSPORTLLC@GMAIL.COM,14-Jul-25,180000,2024,15-Jul-21,TX,1,1,180000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,2,2,GEICO COUNTY MUTUAL INSURANCE CO.,0.5,2,0,0,0,10/2/23,10/2/24,"GEICO COUNTY MUTUAL INSURANCE CO., TRISURA SPECIALTY INSURANCE COMPANY",0,2,0,0,366
4201138,PELICAN LANDSCAPING LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4201138,FALSE,61 NE RAINBOW LN,BELFAIR,WA,98528,US,61 NE RAINBOW LN,BELFAIR,WA,98528,US,(360) 551-5287,,PELICANLANDSCAPINGLLC@GMAIL.COM,28-Mar-24,1,2023,27-Feb-24,WA,1,1,1,2023,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,TREE LIMBS TREE,,,,,,,,,,,,,,,,
2856222,STEPHEN T. BIELEC,BOBCAT CONSTRUCTION EQUIPMENT,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2856222,FALSE,22190 RIVER RD,PERRIS,CA,92570,US,22190 RIVER RD,PERRIS,CA,92570,US,(951) 283-8237,,,,,,19-Feb-16,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
3409350,LONCHOS TRANSPORT INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3409350,FALSE,3325 HURON DR,ROSAMOND,CA,93560,US,3325 HURON DR,ROSAMOND,CA,93560,US,(661) 247-3699,,CELESTE2192@GMAIL.COM,20-Nov-23,25000,2022,18-Mar-20,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
4438670,ARMANDO PEREZ-GUZMAN,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4438670,FALSE,850 RAILROAD ST,CORONA,CA,92882-1945,US,850 RAILROAD ST,CORONA,CA,92882-1945,US,(951) 258-6815,,LIDIAR62@YAHOO.COM,8-Sep-25,100,2025,15-Jul-25,CA,1,1,100,2025,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
3598096,FANYANG LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3598096,FALSE,10198 SHINON DR,RANCHO CUCAMONGA,CA,91737,US,10198 SHINON DR,RANCHO CUCAMONGA,CA,91737,US,(725) 999-8777,,YANGFAN19920127@GMAIL.COM,7-Mar-25,178000,2024,25-Mar-21,CA,1,1,178000,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,5,4,QUALITAS INSURANCE COMPANY,0.4,4,1,0,0,4/1/21,4/1/24,"ACCREDITED SURETY AND CASUALTY COMPANY, INC., CANAL INSURANCE CO., QUALITAS INSURANCE COMPANY, SECURITY NATIONAL INSURANCE CO.",0,5,0,0,330
798666,KJB CONSTRUCTION INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=798666,FALSE,4461 W 11800 S,RIVERTON,UT,84065,US,4461 W 11800 S,RIVERTON,UT,84065,US,(801) 254-0934,,,13-Apr-06,0,,5-Mar-99,UT,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; Construction,,,,,,,,,,,,,,,,
2645759,ISSA REMELEH,BAY AREA ROAD SERVICE,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2645759,FALSE,16552 LIBERTY ST,SAN LEANDRO,CA,94578,US,16552 LIBERTY ST,SAN LEANDRO,CA,94578,US,(510) 688-5830,,ALLADINROADSERVICE@GMAIL.COM,24-Oct-19,1,2019,12-Jun-15,CA,1,2,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Drive/Tow away; Motor Vehicles,,,,,,,,,,,,,,,,
3909814,SUKHMAN FREIGHT INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3909814,FALSE,4610 W BIRCH AVE,FRESNO,CA,93722,US,4610 W BIRCH AVE,FRESNO,CA,93722-3447,US,(559) 835-1811,,RAIFRESNO2424@GMAIL.COM,25-Aug-25,125825,2024,29-Jun-22,CA,1,1,125825,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Commodities Dry Bulk; General Freight,2,1,ACCREDITED SPECIALTY INSURANCE COMPANY,1,0,2,0,0,2/22/23,2/22/24,ACCREDITED SPECIALTY INSURANCE COMPANY,0,2,0,0,365
1933089,ROMEO LOPEZ,ROMEO LOPEZ TRUCKING,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1933089,FALSE,353 LAREDO ST,DEL RIO,TX,78840,US,BOX 420953,DEL RIO,TX,78842,US,(830) 422-1025,,ROMEOLOPEZTRUCKING@OUTLOOK.COM,21-Feb-24,2000,2023,2-Sep-09,TX,1,1,2000,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
211178,SOLIDIFICATION INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=211178,FALSE,7233 WINNETKA AVE N,MINNEAPOLIS,MN,55428-1621,US,7233 WINNETKA AVE N,MINNEAPOLIS,MN,55428-1621,US,(763) 535-1065,,,,0,,20-Apr-82,MN,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Chemicals,,,,,,,,,,,,,,,,
1142355,ARTURO D REYES,ADR TRANSPORTATION,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1142355,FALSE,3337 NICOLE ST,STOCKTON,CA,95205,US,3337 NICOLE ST,STOCKTON,CA,95205,US,(209) 469-9106,,FISHBALL57@YAHOO.COM,9-Jun-03,,,20-Jun-03,CA,1,1,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,UNKNOWN,ACTIVE,"Building Materials; Commodities Dry Bulk; Construction; General Freight; Grain, Feed, Hay; Livestock; Logs, Poles, Beams, Lumber; Metal: sheets, coils, rolls; Motor Vehicles; Paper Products; Refrigerated Food",,,,,,,,,,,,,,,,
2739427,L A SAMSON CONTRACTING,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2739427,FALSE,1762 EAST 42ND ST,LOS ANGELES,CA,90058,US,1762 EAST 42ND ST,LOS ANGELES,CA,90058,US,(323) 233-6802,,,,,,30-Jun-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
2806074,JORGE L CAMPOS,EXPRESS PALLETS,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2806074,FALSE,14796 WASHINGTON DR,FONTANA,CA,92335,US,P O BOX 2193,FONANA,CA,92334,US,(909) 823-9207,,,,,,30-Sep-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
2690052,QUEEN OF HEARTS ELDERCARE INC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2690052,TRUE,9464 OAK AVE,ORANGEVALE,CA,95662,US,9464 OAK AVE,ORANGEVALE,CA,95662,US,(916) 988-6764,,,,,,12-Jun-15,CA,1,1,0,0,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
856154,GUILLERMO ARTURO HERNANDEZ,WILLI TRANSPORT,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=856154,FALSE,11214 W HOLLY ST,AVONDALE,AZ,85323,US,11214 W HOLLY ST,AVONDALE,AZ,85323,US,(623) 980-0229,,HIGHWAYTRANSPORTSERVICES@GMAIL.COM,5-May-25,130368,2024,17-Feb-00,AZ,1,1,130368,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,10,3,NORTHLAND INSURANCE COMPANY,0.5,9,1,0,0,11/1/02,2/15/14,"CANAL INSURANCE CO., CAROLINA CASUALTY INSURANCE CO., NORTHLAND INSURANCE COMPANY",0,10,0,0,366
3218846,BEAR CREEK BAMBOO,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3218846,FALSE,1046 BEAR CREEK RD,PORT ANGELES,WA,98363-9802,US,1046 BEAR CREEK RD,PORT ANGELES,WA,98363-9802,US,(360) 775-3983,,RHPHOTOG@CENTURYTEL.NET,4-Dec-18,,,4-Dec-18,WA,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Agricultural/Farm Supplies; Building Materials; General Freight,,,,,,,,,,,,,,,,
2656472,ERNESTO C CORTES,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2656472,FALSE,624 W PLUM ST,COMPTON,CA,90222,US,624 W PLUM ST,COMPTON,CA,90222,US,(310) 639-3935,,,,,,12-Jun-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
3423320,OCEAN MOVERS LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3423320,FALSE,9450 MIRA MESA BLVD #C-335,SAN DIEGO,CA,92126,US,9450 MIRA MESA BLVD #C-335,SAN DIEGO,CA,92126,US,(619) 977-1454,,OCEANMOVERSSD@GMAIL.COM,16-Jun-22,15000,2021,30-Apr-20,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,,,,,,,,,,,,,,,,
2113537,ALPINE CUSTOMS CONTRACTING LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2113537,FALSE,88 EAST 7615 SOUTH,MIDVALE,UT,84047,US,88 EAST 7615 SOUTH,MIDVALE,UT,84047,US,(801) 569-1694,(801) 569-1694,ALPINECUSTOMS@COMCAST.NET,24-Jan-11,21213,2010,24-Jan-11,UT,1,1,0,0,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials; Construction,,,,,,,,,,,,,,,,
4424955,TRUCKING C-RON INC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4424955,FALSE,5374 COLONY GREEN DR,SAN JOSE,CA,95123-1473,US,5374 COLONY GREEN DR,SAN JOSE,CA,95123-1473,US,(559) 612-3390,,RONCRISTIAN452@GMAIL.COM,16-Jun-25,,,16-Jun-25,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,OTHER,,,,,,,,,,,,,,,,
3014976,COOR CUSTOM MILLWORK LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3014976,FALSE,15381 ASSEMBLY LANE SUITE 105,HUNTINGTON BEACH,CA,92649,US,15381 ASSEMBLY LANE SUITE 105,HUNTINGTON BEACH,CA,92649,US,(213) 479-8626,,MITCH@COORMILL.COM,11-Mar-25,5000,2024,5-Jun-17,CA,1,1,5000,2024,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Building Materials,,,,,,,,,,,,,,,,
4251388,BORDADO TRUCKING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4251388,FALSE,3914 RADIANT DR APT 361,COLORADO SPRINGS,CO,80917-3938,US,3914 RADIANT DR APT 361,COLORADO SPRINGS,CO,80917-3938,US,(719) 963-6722,,BORDADOALEXANDER@GMAIL.COM,7-Jun-24,,,7-Jun-24,CO,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"Building Materials; Commodities Dry Bulk; Construction; General Freight; Logs, Poles, Beams, Lumber; Machinery, Large Objects; Motor Vehicles",,,,,,,,,,,,,,,,
3612893,MEDINA USA TRUCK LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3612893,FALSE,2700 N MIDLAND DR APTO 107,MIDLAND,TX,79707,US,2700 N MIDLAND DR APTO 107,MIDLAND,TX,79707,US,(409) 217-1084,,MEDINAUSA85@GMAIL.COM,4-Jan-24,110000,2023,15-Apr-21,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,Inactive USDOT Number per 49 CFR 390.19(b)(4); Biennial update of MCS-150 data not completed,General Freight,7,3,PROGRESSIVE COUNTY MUTUAL,0.71428571,4,3,0,0,4/30/21,12/18/23,"EVERSPAN INDEMNITY INSURANCE COMPANY, PROGRESSIVE COUNTY MUTUAL, REDWOOD FIRE AND CASUALTY INSURANCE CO.",0,7,0,0,171.5
2674952,DOUGLAS A SCHOENEMAN,KENNEDY TRUCKING.,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2674952,FALSE,211 SAN CARLOS WY #4,STOCKTON,CA,95207,US,211 SAN CARLOS WY #4,STOCKTON,CA,95207,US,(510) 610-7206,,,,,,12-Jun-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
2775990,LANDSCAPE SUPPORT SERVICES,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2775990,FALSE,14300 DAVENPORT RD,SANTA CLARITA,CA,91390,US,PO BOX 55307,SHERMAN OAKS,CA,91413,US,(818) 475-0680,,,,,,1-Jul-15,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,,,,,,,,,,,,,,,,,
1970979,CHED COX,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=1970979,FALSE,4545 HOMOLA RD,BRYAN,TX,77807,US,4545 HOMOLA RD,BRYAN,TX,77807,US,(903) 407-1495,,MMCOX4@YAHOO.COM,28-Jan-25,60000,2024,30-Nov-09,TX,1,1,60000,2024,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,"FARM USE; Grain, Feed, Hay; Livestock",,,,,,,,,,,,,,,,
3501936,CALFLEX TRUCKING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3501936,FALSE,14050 CHERRY AVENUE SUITE R #251,FONTANA,CA,92337,US,14050 CHERRY AVENUE SUITE R #251,FONTANA,CA,92337,US,(909) 550-6512,,CALFLEXTRUCKING@GMAIL.COM,22-Jun-25,1,2024,9-Oct-20,CA,1,1,1,2024,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Drive/Tow away; General Freight; Motor Vehicles,,,,,,,,,,,,,,,,
4037373,DIVERSITY INVESTMENT GROUP,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4037373,FALSE,774 BEVERLY RD,CORONA,CA,92879,US,774 BEVERLY RD,CORONA,CA,92879-2554,US,(951) 317-0837,,STBNBURNS85@GMAIL.COM,2-Mar-23,,,2-Mar-23,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,,,,,,,,,,,,,,,,,,
4230401,MIKAY15TRUCKING LTD LIABILITY CO,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4230401,FALSE,1306 WHIPPLE AVE APT 4,REDWOOD CITY,CA,94062,US,1306 WHIPPLE AVE APT 4,REDWOOD CITY,CA,94062,US,(650) 216-8165,,COGEO6996@YAHOO.COM.PH,26-Dec-24,8500,2023,24-Apr-24,CA,1,1,8500,2023,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,OUT-OF-SERVICE,Garbage/Refuse; General Freight,,,,,,,,,,,,,,,,
4136077,DAVID SOLORIO TOPETE,SOLORIOS CONCRETE,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4136077,FALSE,3971 HALSEY AVE,YUBA CITY,CA,95993-8944,US,3971 HALSEY AVE,YUBA CITY,CA,95993-8944,US,(408) 217-4918,,SOLORIOSCONCRETE@GMAIL.COM,2-Nov-23,8000,8000,25-Sep-23,CA,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,Construction,,,,,,,,,,,,,,,,
4225091,MBM HAULING LLC,,BAD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=4225091,FALSE,911 SUGAR BROOK DR,TEMPLE,TX,76502,US,911 SUGAR BROOK DR,TEMPLE,TX,76502-5596,US,(760) 905-5971,,MOTIVATEDBYMONEY9762@GMAIL.COM,2-Jul-24,,,13-Apr-24,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight; Motor Vehicles,1,1,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,1,1,0,0,0,5/15/24,5/15/24,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,0,1,0,0,
3496502,CRESCENT DRIVE LLC,,GOOD,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=3496502,FALSE,1103 BADBURTY LANE,GRAND PRAIRIE,TX,75052,US,1103 BADBURTY LANE,GRAND PRAIRIE,TX,75052,US,(469) 236-9796,,CRESCENTDRIVEHAULING@YAHOO.COM,4-Oct-22,10000,2021,30-Sep-20,TX,1,1,0,0,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N,ACTIVE,General Freight,6,1,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,1,3,3,0,0,10/22/20,3/29/21,BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY,0,6,0,0,0
